datetime,totalValueLockedUSD,totalBorrowBalanceUSD,totalDepositBalanceUSD,utilizationRate,borrowerStableRate,borrowerVariableRate,lenderVariableRate,market,dailyDepositUSD,dailyWithdrawUSD,inputTokenPriceUSD,blockNumber
2023-10-19,311954846.175370787535969,31512891.703381166174769,311954846.175370787535969,0.10101747765657614,7.5713812825441609,0.8979321614538062,0.0725653949915794,Aave Ethereum WBTC,10503185.0260668711471621,406422.3998648662315029,28672.8165453,18387707
2023-10-18,298358470.716884052895956,31032306.2340844472203416,298358470.716884052895956,0.10401013974740263,7.6179345458275017,0.9245340261871438,0.0769286849020029,Aave Ethereum WBTC,1404702.0039406133476586,1421590.5635695630038076,28341.29594742,18380541
2023-10-17,298898402.4652830122656374,31041358.0352958138704697,298898402.4652830122656374,0.10385253912121949,7.6154839215187788,0.9231336694393021,0.0766958194487224,Aave Ethereum WBTC,25819820.7448853486662514,24020232.9236145205533593,28394.96495493,18373221
2023-10-16,297979577.01227224273036,34200201.60150406871973,297979577.01227224273036,0.11477364302754056,7.7853615206316109,1.0202065832180634,0.0936739325197328,Aave Ethereum WBTC,12819899.8892964181916164,15387147.3091529773064405,28482.2741165,18366200
2023-10-15,285992382.3653219662332,32948128.2504895586268,285992382.3653219662332,0.11520631416120083,7.7920931479978645,1.0240532274273512,0.0943816511343937,Aave Ethereum WBTC,536445.575345129857834,1710977.9380616830463976,27088.81294,18358919
2023-10-14,284524584.7093369928789512,31636755.4600840489876208,284524584.7093369928789512,0.11119164093466069,7.7296439093504651,0.9883679482002658,0.0879184080926643,Aave Ethereum WBTC,1497023.6789740759720593,2453313.8950517372423183,26838.31392628,18352018
2023-10-13,284917095.0240937889905338,31514915.4822657647698778,284917095.0240937889905338,0.11061082691300334,7.7206100992210632,0.9832057709834647,0.087002422928567,Aave Ethereum WBTC,1167918.9987957077228627,578839.4911797168171717,26785.78442969,18344826
2023-10-12,283791504.8821225729325688,27981084.5302497301134936,283791504.8821225729325688,0.09859732954963585,7.5337346332604217,0.8764197904345267,0.069130048415877,Aave Ethereum WBTC,5047140.7483955558416845,788311.0803703172619549,26735.07635784,18337746
2023-10-11,280245970.927877362389,29031687.0014859515592,280245970.927877362389,0.10359359281906463,7.6114550011400742,0.9208314292228995,0.0763137468940219,Aave Ethereum WBTC,1651238.8353281102292289,1792895.8005267500902162,26803.55151,18330564
2023-10-10,286523826.576968273488888,28991248.353257037786526,286523826.576968273488888,0.10118267894020738,7.5739527377410298,0.8994015644234456,0.0728030856678607,Aave Ethereum WBTC,17908190.6699450235185073,17784021.3364575055260154,27391.8986929,18323488
2023-10-09,288386012.4735560749819596,29076809.3473941450586358,288386012.4735560749819596,0.10082600434742091,7.568399948465743,0.8962285419804246,0.0722903039514322,Aave Ethereum WBTC,34859144.7942666538199417,45451924.2251370228858915,27578.99535434,18316033
2023-10-08,302749934.6193218185765866,27089414.7883309609568364,302749934.6193218185765866,0.08947785512288625,7.391874416108924,0.7953568092050995,0.0569333208554025,Aave Ethereum WBTC,12176184.8621094477018913,507085.4381677351769284,27923.55674082,18309105
2023-10-07,291310767.7082137522688932,27714699.9549057638637832,291310767.7082137522688932,0.09513791808295154,7.4799201546831368,0.8456686598189353,0.0643639933979959,Aave Ethereum WBTC,217562.575428327609923,377991.8125360752271992,27945.48660524,18301616
