datetime,totalValueLockedUSD,totalBorrowBalanceUSD,totalDepositBalanceUSD,utilizationRate,borrowerStableRate,borrowerVariableRate,lenderVariableRate,market,dailyDepositUSD,dailyWithdrawUSD,inputTokenPriceUSD,blockNumber
2023-06-29,136508263.4679919918761,96307619.6171272206692,136508263.4679919918761,0.7055076166851183,8.5274673964172999,3.5274673964172999,2.239744721901668,Aave Ethereum USDT,5086737.1750610617481,3451340.249084469217,0.9999553,17588370
2023-06-28,134883688.6008020644,98521253.5448734633,134883688.6008020644,0.7304163651429653,8.6520339139165877,3.6520339139165877,2.4007233075114439,Aave Ethereum USDT,397336.59234322317819,350468.58098902137916,1.0001,17581086
2023-06-27,134810931.17199095961888,97418910.25964638258265,134810931.17199095961888,0.722633612962438,8.6131493280672555,3.6131493280672555,2.3498726520443148,Aave Ethereum USDT,3308780.78147691416067,3009759.1665126562684,0.99997957,17573234
2023-06-26,134508105.515726512549,104498823.4007962971979,134508105.515726512549,0.7768961060014219,8.8842402592529197,3.8842402592529197,2.7157180304882141,Aave Ethereum USDT,666846.8120064348845,399428.7240627009558,1.0000823,17566624
2023-06-25,134259744.32075399303,108439099.34836473166,134259744.32075399303,0.8076814081315222,11.7506865402734186,6.8652984794514777,4.9902256155110308,Aave Ethereum USDT,4463598.64434685957,2369944.01954768759,1.00033,17559870
2023-06-24,132155100.7596012636,103381142.0227871388,132155100.7596012636,0.7822712965944778,8.9112232642717123,3.9112232642717123,2.7535801361364484,Aave Ethereum USDT,253234.4498779914435,0,1.0004,17551907
2023-06-23,131849375.712144424716,103219636.176128901475,131849375.712144424716,0.782860257157983,8.9141966802857744,3.9141966802857744,2.7577684173528319,Aave Ethereum USDT,200.860014385,3039477.1574452751885,1.0000685,17545640
2023-06-22,134869427.866202,98939979.223633,134869427.866202,0.7335982719655858,8.667925717151242,3.667925717151242,2.4216622319771016,Aave Ethereum USDT,21516487.10387210912,21453433.17138873888,1,17538407
2023-06-21,134776196.02154580288,93991177.67128239696,134776196.02154580288,0.6973870790674092,8.4868976964768325,3.4868976964768325,2.1885219982251793,Aave Ethereum USDT,10261423.47166047906305,12859262.02244844576075,0.99984,17531432
2023-06-20,137352994.43429732320285,91166528.81798207316055,137352994.43429732320285,0.6637389246114435,8.3186811892996361,3.3186811892996361,1.9824560705180245,Aave Ethereum USDT,33.74239901005,1535440.15106895079218,0.99974555,17524072
2023-06-19,138867965.61048170116128,87809314.03005600522459,138867965.61048170116128,0.6323223188590312,8.1615152117636759,3.1615152117636759,1.7991321181583617,Aave Ethereum USDT,19994.60588031,4658194.70046827355051,0.99968031,17516945
2023-06-18,143500887.44023888233,84485620.81780562805,143500887.44023888233,0.5887463298998047,7.9436599206811714,2.9436599206811714,1.5597240711524424,Aave Ethereum USDT,25874.75906912511854,268779.98202145081688,0.99969,17509641
2023-06-17,143685406.20231040342593,83713301.84990386898011,143685406.20231040342593,0.5826152012406517,7.9130181529342088,2.9130181529342088,1.5274214566783613,Aave Ethereum USDT,0.6893671734,3572862.53462901599004,0.99932417,17502872
2023-06-16,147216694.15003791887796,83712504.2099051477145,147216694.15003791887796,0.5686345878993071,7.8431307517587913,2.8431307517587913,1.4550106448873718,Aave Ethereum USDT,8985.3557861983,15610688.44358709021158,0.99908286,17495509
2023-06-15,162522488.2181492564,84791100.7790592777,162522488.2181492564,0.5217191891945847,7.6085705441658838,2.6085705441658838,1.2248352511001811,Aave Ethereum USDT,4582952.6693197638,26680799.3913752115,0.9973,17488399
2023-06-14,185041060.2077024266,85819467.7075700846,185041060.2077024266,0.463786078674866,7.3189182056623351,2.3189182056623351,0.9679286960194003,Aave Ethereum USDT,88068889.0080978585,4400329.32872810909,0.9998,17481468
